OrderID,OrderDate,CustomerID,CustomerName,CustomerEmail,Country,ProductID,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,SalesRegion
61,5/1/2025,1457,Natasha Smith,mitchell00@buchanan.com,Malaysia,519,Furniture,Bicycle,3,407.32,1221.96,East
62,2/16/2024,1465,Dana Adams,jennifernelson@quinn-cherry.org,American Samoa,526,Furniture,Sofa,7,702.62,4918.34,East
63,9/7/2023,1413,Laura Johnson,flynch@gmail.com,Nigeria,578,Furniture,Perfume,1,632.06,632.06,South
64,8/8/2023,1425,Shaun Young,christopher01@yahoo.com,Guatemala,514,Sports,Bicycle,6,644.62,3867.72,Central
65,10/12/2024,1825,Jeffrey Henry,meganross@hotmail.com,Bahrain,573,Furniture,Phone,1,662.17,662.17,North
66,9/5/2024,1612,Kim Costa,gilberthart@smith.org,Mayotte,574,Beauty,Sofa,9,240.89,2168.01,South
67,12/19/2023,1366,Steve Peck,cody61@smith.com,Barbados,513,Sports,Sofa,6,796.54,4779.24,North
68,9/13/2024,1460,Jennifer Lee,rosalesjustin@benson.com,Taiwan,591,Furniture,Sofa,7,891.89,6243.23,Central
69,9/11/2023,1295,Tiffany Benson,glennhall@hardin.net,Eritrea,549,Electronics,Table,7,661.41,4629.87,North
70,9/13/2024,1714,Melissa Lee,wallteresa@hotmail.com,Chile,557,Beauty,Table,3,536.11,1608.33,Central
71,11/30/2023,1033,Jake Small,davistracy@gibson-paul.com,Congo,597,Furniture,T-Shirt,10,35.59,355.9,East
72,12/30/2024,1302,Kimberly Valencia,tyoung@holland-costa.com,Namibia,510,Clothing,Laptop,7,249.06,1743.42,South
73,8/15/2023,1519,John Byrd DDS,vsmith@benjamin.info,Greece,550,Sports,Sofa,8,849.51,6796.08,East
74,5/8/2024,1090,Jacob Davidson,mcdonaldjames@gmail.com,Burundi,536,Clothing,Phone,2,922.56,1845.12,East
75,6/2/2025,1055,Michelle Hogan,perezgeorge@bush.org,Marshall Islands,538,Furniture,Tennis Racket,9,851.72,7665.48,North
76,3/10/2024,1349,Alex Stone,jordantaylor@johnson.com,Equatorial Guinea,501,Electronics,Bicycle,8,686.55,5492.4,North
77,9/14/2024,1468,Mark Walsh,kevinanderson@oneill-browning.com,Saint Martin,582,Beauty,Bicycle,9,319.96,2879.64,West
78,12/23/2024,1828,Kimberly Robinson,davidlee@gmail.com,Saint Barthelemy,543,Sports,Laptop,4,39.72,158.88,West
79,5/14/2025,1964,David Brock,jwalker@travis.com,Saint Lucia,515,Furniture,Perfume,7,975.03,6825.21,East
80,2/14/2024,1544,Jacob Hale,tina42@bush-burnett.info,Congo,599,Clothing,Bicycle,7,134.53,941.71,South
81,12/11/2024,1521,Dawn Buckley,dcraig@gmail.com,Italy,516,Beauty,T-Shirt,5,97.05,485.25,East
82,9/26/2024,1753,Matthew Fernandez,tscott@matthews.com,Turkey,580,Furniture,Laptop,8,357.79,2862.32,West
83,9/7/2023,1245,Brittany Williams,gmoore@gmail.com,Puerto Rico,501,Beauty,Bicycle,9,914.65,8231.85,Central
84,3/30/2025,1124,Amber Washington,estewart@yahoo.com,Latvia,534,Sports,Bicycle,9,308,2772,East
85,10/17/2023,1820,Rebecca Cooper,tmendez@lopez.org,Luxembourg,557,Furniture,Tennis Racket,3,617.41,1852.23,South
86,7/30/2024,1974,Edward Holland,destiny16@davis.info,Syrian Arab Republic,529,Furniture,Tennis Racket,10,655.11,6551.1,North
87,1/6/2024,1175,Linda Russell,teresa33@gmail.com,Bahamas,554,Beauty,Tennis Racket,4,912.38,3649.52,South
88,9/11/2024,1169,Ashley Douglas,morganshaffer@yahoo.com,Maldives,541,Beauty,Perfume,7,91.46,640.22,Central
89,1/15/2025,1273,Brian Patton,peterschristopher@gmail.com,French Guiana,578,Clothing,Sofa,10,693.05,6930.5,North
90,1/15/2025,1162,James Moore,andrew80@yahoo.com,Belarus,586,Clothing,Laptop,3,785.04,2355.12,South
91,7/10/2024,1462,Jamie Stewart,james49@flores.com,Cayman Islands,505,Sports,Laptop,5,826.28,4131.4,East
92,5/11/2024,1586,Jeremy Mack,emma83@gmail.com,Luxembourg,524,Beauty,Bicycle,2,377.6,755.2,West
93,3/19/2025,1303,Brittany Wong,vargasbobby@yahoo.com,Gambia,516,Beauty,Table,9,665.03,5985.27,North
94,7/24/2024,1172,Nancy Schneider,rgreen@yahoo.com,Togo,571,Beauty,Phone,10,312.83,3128.3,East
95,3/28/2025,1563,Kevin Jones,colleenhunt@wilson.org,Venezuela,515,Beauty,Shoes,7,434.91,3044.37,South
96,3/21/2025,1469,Rachel Jackson,cgardner@yahoo.com,Ghana,541,Beauty,Tennis Racket,10,340.44,3404.4,South
97,4/17/2024,1991,Victoria Banks,jacqueline94@campbell-fowler.com,Papua New Guinea,583,Electronics,Sofa,8,252.92,2023.36,West
98,11/7/2023,1297,Mr. Benjamin Martinez,alec49@daniels.com,Brunei Darussalam,552,Beauty,Shoes,6,272.95,1637.7,East
99,5/28/2024,1983,Antonio Potts,phenderson@petersen.org,Ghana,523,Beauty,Perfume,5,636.94,3184.7,South
100,7/6/2023,1919,Jennifer Compton,tuckerjacob@gray.net,Turkey,597,Sports,Perfume,8,53.9,431.2,Central
101,5/11/2025,1104,Jordan Gonzalez,thomassmith@brooks.com,Barbados,550,Sports,Laptop,5,385.11,1925.55,North
102,5/11/2025,1044,Donald Stokes,lisamclaughlin@landry.com,Mauritius,540,Clothing,Sofa,1,259.14,259.14,South
103,6/13/2025,1230,David Russell,nharris@yahoo.com,Mongolia,591,Sports,Shoes,7,845.78,5920.46,Central
104,5/30/2025,1595,Thomas Baker,fordannette@garza-smith.com,Montserrat,521,Sports,T-Shirt,9,234.71,2112.39,West
105,2/23/2025,1803,Renee Smith,brianalexander@rivas.com,Gambia,565,Electronics,Shoes,3,317.64,952.92,South
106,1/20/2025,1119,Carol Pittman,amyers@yahoo.com,Tonga,600,Electronics,Sofa,7,82.16,575.12,South
107,5/8/2024,1899,Stephanie Williamson,krodriguez@bell.com,Germany,592,Electronics,Tennis Racket,9,652.19,5869.71,West
108,2/23/2024,1375,Daniel Tran,hilljohn@morse-miller.com,Mauritania,526,Electronics,T-Shirt,8,365.38,2923.04,South
109,11/7/2023,1194,Amber Mcguire,ylara@yahoo.com,Anguilla,569,Electronics,Tennis Racket,2,377.96,755.92,North
110,1/5/2024,1710,Vincent Smith,icruz@gonzales.com,Ireland,530,Furniture,Bicycle,3,104.51,313.53,South
111,3/10/2025,1760,Renee Olsen,courtney69@reese.org,French Southern Territories,595,Electronics,Table,1,357.66,357.66,East
112,10/2/2023,1442,Michelle Craig,christianguerrero@hotmail.com,Nepal,553,Beauty,Table,9,84.37,759.33,North
113,5/8/2025,1832,Amber Middleton,lorigonzalez@chapman.info,Bahamas,575,Furniture,Bicycle,7,291.54,2040.78,South
114,5/6/2024,1890,Joshua Gutierrez DDS,hillerika@gmail.com,Ecuador,541,Electronics,Shoes,7,84.04,588.28,East
115,4/12/2024,1020,Gabriel Brown,uthomas@hotmail.com,Brazil,555,Beauty,Perfume,10,920.64,9206.4,East
116,1/19/2024,1234,Megan Anderson,suarezmatthew@yahoo.com,Seychelles,543,Sports,Perfume,6,640.44,3842.64,Central
117,5/5/2024,1725,Paul Adams,antoniolynn@rodriguez.info,Liechtenstein,537,Beauty,Tennis Racket,10,429.05,4290.5,Central
118,6/17/2025,1919,Karla Hernandez,bradleythomas@munoz.net,Pakistan,562,Furniture,Tennis Racket,6,550.74,3304.44,West
119,9/18/2024,1213,Brittany Robbins,caseymiller@brown.com,Jordan,533,Beauty,Sofa,5,389.66,1948.3,South
120,4/9/2025,1526,Jeffrey Foster,candacerodriguez@ellison.info,Palau,553,Furniture,Shoes,2,329.45,658.9,East
121,6/22/2024,1107,Timothy Mitchell,fthompson@smith-taylor.com,Saudi Arabia,553,Furniture,Bicycle,5,848.12,4240.6,West
122,10/20/2023,1319,Daniel Ponce,ann69@gmail.com,Montenegro,528,Clothing,Bicycle,7,935.78,6550.46,West
123,10/23/2023,1403,Caroline Levy,fcole@lowe.com,Svalbard & Jan Mayen Islands,521,Sports,Perfume,9,400.69,3606.21,North
124,5/20/2024,1107,Theodore Lopez MD,joseph35@jones.org,Ireland,598,Beauty,Perfume,5,85.17,425.85,South
125,9/6/2023,1072,Miss Carol Cook,johnharvey@sharp.org,South Georgia and the South Sandwich Islands,578,Clothing,Tennis Racket,1,893.61,893.61,South
126,11/8/2024,1741,Robin Moore,joelwilson@fry.info,Myanmar,576,Furniture,Shoes,8,466.65,3733.2,East
127,7/31/2024,1682,Donald Fernandez,eric25@yang.com,Tuvalu,545,Electronics,Tennis Racket,5,534.48,2672.4,South
128,6/30/2023,1883,Drew Robles,michael05@williams.com,Togo,543,Sports,Shoes,2,301.65,603.3,West
129,6/4/2024,1497,David Santos,vclark@webster.com,Sweden,576,Clothing,Table,10,171.56,1715.6,South
130,6/12/2025,1716,Francisco Johnson,brandymartin@juarez-fuller.biz,Croatia,594,Beauty,Sofa,8,367.02,2936.16,North
131,12/19/2024,1920,Andres Vasquez,hernandezdavid@yahoo.com,Montserrat,586,Clothing,Table,1,74.66,74.66,Central
132,10/14/2024,1395,Richard Alvarez,johngordon@hotmail.com,Falkland Islands (Malvinas),583,Clothing,Laptop,1,775.47,775.47,Central
133,11/4/2024,1519,Ruth Morgan,chad79@ferguson-smith.com,United States Virgin Islands,553,Electronics,T-Shirt,6,441.75,2650.5,North
134,1/30/2024,1081,Mark Erickson,hjones@rose.net,Belarus,567,Furniture,Table,5,477.53,2387.65,East
135,4/22/2024,1637,Sean James,martindaniel@yahoo.com,Haiti,592,Sports,Tennis Racket,1,659.72,659.72,West
136,11/19/2024,1441,Travis Andrews,ljohnson@gmail.com,Peru,505,Beauty,Tennis Racket,4,53.7,214.8,South
137,9/25/2023,1304,Mary Gray,xjackson@hardin.com,Ghana,588,Electronics,Bicycle,6,640.79,3844.74,West
138,7/6/2024,1893,Kevin Perry,wendythompson@hotmail.com,Tunisia,507,Clothing,Shoes,3,56.87,170.61,North
139,10/12/2024,1935,Beth Hernandez,aliciamarks@gmail.com,India,550,Electronics,Table,2,199.49,398.98,Central
140,4/30/2024,1941,Deanna Rios,hdaniel@gmail.com,Saudi Arabia,524,Clothing,Perfume,6,683.68,4102.08,Central
141,8/21/2023,1377,Scott Duncan,adam27@gmail.com,Trinidad and Tobago,521,Furniture,Tennis Racket,2,72.79,145.58,Central
142,6/16/2024,1334,Tyler Carlson,kimberly11@miller.com,Congo,522,Clothing,Perfume,2,433.03,866.06,North
143,1/5/2025,1312,Luis Greene,dixonnicholas@allen.com,Heard Island and McDonald Islands,530,Furniture,Sofa,6,318.97,1913.82,North
144,5/20/2024,1324,Clarence Arias,jamesjames@smith-riley.com,El Salvador,518,Sports,Sofa,10,993.13,9931.3,Central
145,7/27/2024,1062,Mrs. Stephanie Forbes,smithrebecca@gmail.com,Saint Vincent and the Grenadines,522,Beauty,Tennis Racket,1,894.95,894.95,South
146,3/12/2024,1270,Sergio Smith,adam95@ford.com,Gabon,587,Beauty,T-Shirt,4,633.41,2533.64,North
147,11/13/2023,1914,Rita Morgan,alyssagutierrez@martin-trujillo.com,Iran,564,Furniture,Bicycle,7,292.5,2047.5,South
148,12/13/2023,1378,Jacob Roberts,qzimmerman@gmail.com,Saint Lucia,512,Beauty,Perfume,7,762.99,5340.93,West
149,8/27/2024,1341,Kristina Myers,tammy00@yahoo.com,Christmas Island,545,Furniture,Table,5,419.16,2095.8,East
150,10/24/2024,1806,Jack Ross,vjohns@smith-clark.org,Benin,525,Beauty,Tennis Racket,8,87.36,698.88,North
151,2/16/2025,1399,Natasha Jones,jessicabenjamin@hoffman-gonzales.info,Dominica,538,Furniture,Sofa,10,837.85,8378.5,North
152,1/24/2025,1779,Karen Navarro,hscott@yahoo.com,Paraguay,571,Furniture,Bicycle,1,787.36,787.36,Central
153,7/23/2023,1522,Leah Harris,larsennathan@riley-gardner.com,Guadeloupe,594,Electronics,Shoes,1,200.11,200.11,North
154,11/5/2024,1858,Jennifer Smith,zscott@gmail.com,Yemen,518,Electronics,Table,4,993.87,3975.48,West
155,5/27/2025,1986,Jennifer Martinez,michele57@howard-cobb.com,Cambodia,508,Clothing,Bicycle,4,554.65,2218.6,West
156,2/21/2024,1994,Hunter Boone,bcampbell@gmail.com,Western Sahara,501,Beauty,Tennis Racket,4,881.16,3524.64,South
157,11/23/2024,1139,Kevin Bean,christopherrobinson@roberts-tucker.com,Suriname,585,Beauty,Tennis Racket,8,180.19,1441.52,East
158,2/1/2024,1665,Wayne Gutierrez,alarsen@schroeder.com,Timor-Leste,528,Sports,Table,2,533.33,1066.66,West
159,8/28/2023,1690,Kelly Guzman,utanner@mejia.org,Eritrea,577,Sports,Shoes,10,368.88,3688.8,South
160,12/17/2024,1736,James Johnson,vwilcox@hotmail.com,Italy,530,Sports,Shoes,10,439.23,4392.3,North
161,11/23/2023,1766,Vincent Patterson,donna49@schroeder.org,Marshall Islands,529,Electronics,Laptop,2,201.17,402.34,West
162,9/13/2024,1832,Jessica Mcconnell,mary69@hotmail.com,Sao Tome and Principe,552,Furniture,T-Shirt,9,843.17,7588.53,North
163,5/2/2024,1478,Dana Gomez,henryjames@hotmail.com,Wallis and Futuna,541,Sports,Sofa,7,206.9,1448.3,South
164,3/18/2025,1011,Lori Lopez,ddaniels@gmail.com,Western Sahara,584,Sports,Bicycle,10,772.03,7720.3,North
165,12/30/2024,1197,Lynn Simpson,jenny91@farmer-anderson.net,Isle of Man,550,Clothing,Laptop,6,295.16,1770.96,North
166,12/17/2023,1704,Stephanie Knox,whitejoseph@patrick.com,Wallis and Futuna,597,Furniture,Table,7,57.49,402.43,South
167,4/25/2025,1781,Kevin Valdez,pthornton@gmail.com,Palestinian Territory,591,Beauty,Sofa,2,436.62,873.24,North
168,8/12/2023,1427,Paula White,heather59@gmail.com,Bolivia,585,Clothing,Tennis Racket,4,959.78,3839.12,East
169,5/8/2025,1389,Claire Black,jillshannon@rogers.com,Solomon Islands,587,Electronics,Sofa,7,949.6,6647.2,South
170,4/12/2025,1059,Eugene Williamson,zmcintosh@erickson.com,Wallis and Futuna,565,Clothing,Table,2,684.75,1369.5,East
171,11/6/2023,1989,Andre Lin,jacobsmith@skinner-chapman.com,Nepal,553,Clothing,Shoes,4,798.15,3192.6,Central
172,7/28/2024,1439,Michael Miller,john73@gonzalez-howell.com,Romania,534,Sports,Sofa,7,161.53,1130.71,East
173,11/17/2023,1386,Kayla Johnson,megan67@hotmail.com,United Kingdom,510,Furniture,Shoes,6,930.31,5581.86,West
174,12/25/2024,1864,David Ibarra,carol85@coleman-garcia.com,Kiribati,508,Beauty,Phone,6,978.86,5873.16,East
175,2/9/2024,1334,William Walker,fcurtis@hotmail.com,American Samoa,572,Furniture,Phone,5,617.71,3088.55,East
176,9/5/2023,1266,Tiffany Johnson,ecole@christian-webster.info,Kazakhstan,553,Furniture,T-Shirt,4,421.42,1685.68,East
177,8/22/2024,1615,Michele Peters,matthew16@yahoo.com,Croatia,502,Clothing,Perfume,5,852.2,4261,East
178,3/14/2025,1699,Brandon Davis,rwoods@hoffman.com,Greece,507,Electronics,Sofa,8,396.38,3171.04,Central
179,5/5/2025,1315,Stacy Wilkins,ybenson@crawford-moore.com,Lesotho,553,Beauty,Laptop,10,881.08,8810.8,East
180,5/18/2025,1050,Rebecca Ware,ricerachel@mccarthy.com,Swaziland,537,Electronics,T-Shirt,3,611.86,1835.58,North
181,7/6/2024,1610,Emily Miller,jacob32@hotmail.com,Seychelles,505,Clothing,Bicycle,3,436.29,1308.87,East
182,4/27/2024,1290,Cindy Sharp,troy99@gmail.com,Reunion,518,Clothing,Sofa,2,428.5,857,South
183,2/13/2025,1226,Sharon Hayes,hjackson@hotmail.com,Senegal,549,Clothing,Perfume,3,469.66,1408.98,South
184,8/21/2024,1984,Shelby Carpenter,thomaswest@hall.info,Hungary,568,Clothing,Phone,2,860.32,1720.64,East
185,5/10/2024,1403,Samuel Livingston,samantha68@hotmail.com,Guinea-Bissau,571,Beauty,Bicycle,4,765.78,3063.12,Central
186,6/19/2024,1958,Sonya Long,veronicamunoz@lopez.com,Morocco,573,Beauty,Table,2,655.16,1310.32,North
187,2/4/2025,1095,Wesley Mckenzie,jillian24@hotmail.com,United States Minor Outlying Islands,573,Furniture,Phone,3,983.32,2949.96,Central
188,3/12/2025,1530,Joshua Rios,aliciathomas@roberts.biz,Mali,585,Furniture,Table,3,346.3,1038.9,East
189,10/30/2024,1020,Stacey Harris,xrobinson@richards-hansen.com,Comoros,592,Clothing,Phone,6,954.45,5726.7,North
190,9/29/2023,1367,Cheryl Hill,tinarodriguez@hotmail.com,Central African Republic,587,Sports,Phone,5,166.4,832,North
191,9/9/2023,1872,Jacqueline Sanchez,kleonard@carr-grant.com,Swaziland,506,Electronics,Perfume,1,536.13,536.13,South
192,1/4/2025,1091,Jacqueline Daugherty,wkelly@norris-miller.com,Iraq,587,Furniture,Perfume,1,514.31,514.31,East
193,12/9/2023,1744,Thomas Ware,alexandermark@yahoo.com,Malawi,502,Electronics,Sofa,8,286.67,2293.36,North
194,3/6/2025,1435,Kevin Anderson,stevencarr@berry-garcia.org,Poland,574,Clothing,Perfume,2,534.13,1068.26,East
195,11/2/2023,1163,Jennifer Harrison,ericachapman@white-rosales.com,Lesotho,586,Beauty,Shoes,6,866.87,5201.22,East
196,5/19/2025,1113,Melissa Lee,jennifer85@gmail.com,Trinidad and Tobago,589,Sports,Laptop,6,508.58,3051.48,Central
197,5/31/2024,1166,Benjamin Blankenship,alexisscott@hotmail.com,Ecuador,500,Beauty,Tennis Racket,3,436.54,1309.62,North
198,7/19/2023,1761,Kathleen Pacheco,kathleen98@gmail.com,Palau,557,Sports,Tennis Racket,3,314.33,942.99,West
199,11/8/2024,1889,Amber Norris,tuckersteve@gmail.com,Brunei Darussalam,505,Furniture,Sofa,2,661.41,1322.82,Central
200,12/18/2023,1747,Rebecca Lucas,jdavis@wolfe.net,Seychelles,517,Electronics,Bicycle,8,671.06,5368.48,Central
201,9/14/2023,1482,Craig Wilson,millermichele@gmail.com,Latvia,534,Electronics,T-Shirt,4,87.39,349.56,North
202,4/22/2024,1296,Scott Barr,frank45@gmail.com,Nauru,534,Furniture,Table,9,477.1,4293.9,South
203,9/19/2023,1172,Gregory Baker,maria50@hotmail.com,Brazil,544,Electronics,Sofa,6,941.73,5650.38,South
204,12/4/2023,1741,Louis Hamilton MD,rodriguezamy@hotmail.com,Iceland,557,Furniture,Perfume,7,210.26,1471.82,West
205,8/14/2023,1944,Kyle Gray,jesus71@ortiz.com,Myanmar,500,Beauty,Perfume,7,891.68,6241.76,West
206,4/2/2024,1964,Lisa Martinez,sallysmith@simpson-beasley.com,Czech Republic,559,Furniture,Laptop,9,43.35,390.15,South
207,1/20/2024,1131,Troy Anderson,oliveroscar@miller.com,Angola,528,Sports,Shoes,4,593.37,2373.48,East
208,12/16/2023,1935,Cindy Weber,christopher11@yahoo.com,Austria,540,Beauty,Phone,9,593.76,5343.84,Central
209,10/28/2023,1647,Karen Molina,scottnicole@rodriguez.com,Fiji,549,Electronics,Perfume,8,887.35,7098.8,North
210,6/22/2025,1392,Dustin Gordon,garyjones@yahoo.com,Comoros,538,Electronics,Table,10,220.91,2209.1,East
211,3/9/2024,1200,Heather Anderson,inunez@moore-jackson.com,Bahamas,504,Sports,Phone,5,96.77,483.85,North
212,7/4/2023,1206,Carl Lopez,rodriguezheather@gmail.com,Saint Martin,588,Furniture,Perfume,3,245.67,737.01,South
213,10/1/2024,1773,Lauren Oconnell,nevans@willis-prince.com,Cape Verde,587,Electronics,Perfume,1,746.64,746.64,North
214,2/20/2024,1344,Michael Crawford,agood@dennis.net,Honduras,513,Electronics,Phone,5,416.12,2080.6,West
215,10/8/2023,1644,Connie Crawford,jgrimes@todd.org,Eritrea,563,Electronics,Perfume,7,643.95,4507.65,North
